,location_key,longitude,latitude,nearest_intersection,floor_level,postal_code,dissemination_area
296,66833201,-79.32018232899999,43.668332362,Dundas St E / Ashdale Ave,001,M4L 1Z6,35200688
298,70265891,-79.58911965899999,43.702634583000005,Disco Rd / Brockport Dr,1,M9W 5B1,35204479
299,70234102,-79.410257794,43.70234255,Elmsthorpe Ave / College View Ave,002,M5P 2L4,35202902
300,65644077,-79.407722935,43.656481958,College St / Bathurst St,1,M5T 1T1,35201437
302,73765783,-79.578355818,43.737646879,Sanagan Rd / Felan Cres,1,M9W 0C6,35201851
303,68184748,-79.474872402,43.681834475,Rogers Rd / Forbes Ave,1,M6N 3P7,35201397
306,66014341,-79.434113164,43.660145275,Bloor St W / Gladstone Ave,001,M6H 1M7,35203841
307,64695347,-79.534786242,43.646965115,Nora Rd / Royalavon Cres,1,M9A 1C2,35204674
309,65775160,-79.51603488800001,43.657740048,Royal York Rd / Government Rd,1,M8X 2A3,35201502
310,67203706,-79.370697142,43.67200954,Bloor St E / Parliament St,1,M4X 1N4,35204563
311,67383774,-79.377404304,43.673862278,Ancroft Pl / Sherbourne St N,1,M4W 1N2,35200754
312,66464332,-79.433280715,43.66460846100001,Salem Ave / Southview Ave / Dovercourt Park Trl,1,M6H 1L9,35201000
313,66234444,-79.444416608,43.662359098,Wallace Ave / Lansdowne Ave,001,M6H 1V4,35200965
314,72382535,-79.25352845399999,43.723877662,Midland Ave / Greystone Walk Dr,1,M1K 3L4,35203445
315,69843382,-79.338235394,43.698400788,Don Mills Rd / Dvp N Don Mills Rd S Ramp,1,M4J 3S1,35203867
316,65344651,-79.46517054899999,43.653412418,West Rd / Colborne Lodge Dr / High Park Trl,1,M6P 2S1,35204096
317,66613529,-79.35291107100001,43.666160681,Simpson Ave / Broadview Ave / Jack Layton Way,B01,M4M 2H1,35204572
318,72853649,-79.36498263899999,43.728589453000005,Glenorchy Rd / Araz Pl,001,M3C 2N2,35202699
319,78934179,-79.417919987,43.789361687,Yonge St / Connaught Ave,001,M2M 3W5,35202511
320,75015113,-79.51139077,43.750134621,Driftwood Ave / Futura Dr,B01,M3N 1J4,35204353
321,74825416,-79.541608834,43.748233553,Weston Rd / Lanyard Rd,010,M9M 2V9,35201900
322,69003453,-79.34536866399999,43.690092711000005,Todmorden Lane / Cosburn Ave,003,M4J 2P4,35203866
323,66763722,-79.37220824100001,43.667634935,Wellesley St E / Ontario St,022,M4X 1P8,35200774
324,78614451,-79.44516104,43.78615134,King David Dr / Dewlane Dr / Lissom Cres,1,M2R 1Z3,35204790
325,70503498,-79.349877201,43.70500665,Overlea Blvd / Thorncliffe Park Dr,1,M4H 1H1,35204793
327,76942822,-79.28225757199999,43.769421482,Kennedy Rd / Glamorgan Ave / Progress Ave,004,M1P 5B7,35204131
328,74152610,-79.26106299899999,43.741567145,Midland Ave / Lord Roberts Dr,001,M1K 2R5,35203965
330,66664038,-79.403870741,43.666657287,Spadina Ave / Bloor St W / Spadina Rd,1,M5S 1W5,35201034
331,66554789,-79.478957952,43.665563119,Dundas St W / Gilmour Ave,B01,M6P 1Z8,35201288
332,66274220,-79.42205997800001,43.662778297,Bloor St W / Crawford St,001,M6G 1M2,35201017
335,72425240,-79.52406924,43.724210796,Bartor Rd / Huxley Rd,001,M3L 1C9,35204954
336,66533491,-79.34911430300001,43.66531797,Boulton Ave / First Ave,B01,M4M 1Y4,35204572
337,76924129,-79.412904583,43.769274255,Yonge St / Park Home Ave / Empress Ave,1,M2N 5P5,35204197
338,65753807,-79.38076721,43.657550825,Gould St / O'Keefe Lane,1,M5B 1Y2,35204609
339,73964396,-79.439671339,43.739662438,Collinson Blvd / De Quincy Blvd,001,M3H 3N4,35202121
341,63584019,-79.40198569,43.635896735,Lake Shore Blvd W / Stadium Rd,005,M5V 1B9,35203157
342,76624093,-79.409345269,43.766251041,Hollywood Ave / Doris Ave,1,M2N 0A8,35204754
343,80112153,-79.215357266,43.801179668,Wickson Trl / Greypoint Dr / Blackwater Cres,001,M1B 1M4,35205026
345,67883596,-79.359622711,43.678805694,Cambridge Ave / Ozark Cres,B01,M4K 2R6,35200744
346,71093992,-79.39928823,43.710912313,Yonge St / Roselawn Ave,1,M4P 1Y5,35205035
347,71202810,-79.281003255,43.712045649,St Clair Ave E / Warden Ave,1,M1L 0G9,35204989
348,71412711,-79.27111724,43.714158194,St Clair Ave E / Birchmount Rd,1,M1L 1W3,35203531
349,74436077,-79.607727138,43.744310618,Albion Rd / Highway 27 S,1,M9V 3Y8,35203038
350,67183714,-79.371458465,43.671888895,Bloor St E / Parliament St,1,M4X 1N4,35204563
351,78853407,-79.340794206,43.78859262100001,Faye Dr / Edmonton Dr,1,M2J 4C5,35200308
352,69744265,-79.42656203,43.69749657,Ava Rd / Chiltern Hill Rd,002,M6C 1W4,35202254
353,67424346,-79.434650792,43.674290641000006,Davenport Rd / Dovercourt Rd,001,M6H 2J6,35201153
354,65235722,-79.572216186,43.652395173,Cambrian Rd / The West Mall,1,M9C 3S6,35201748
355,65583714,-79.37144422,43.655895837,Pembroke St / Shuter St / Moss Park Trl,1,M5A 2N7,35204245
356,68555124,-79.512485159,43.685512721,Scarlett Rd / Richview Rd,1,M9A 5E4,35204978
357,62294812,-79.481211303,43.62296877,Park Lawn Rd / Lake Shore Blvd W / Marine Parade Dr,1,M8V 1A2,35204763
358,72354433,-79.443342582,43.723547817,Cather Cres / Polaris Lane,B01,M6A 1W4,35204800
360,66434305,-79.430517021,43.664310584,Dovercourt Rd / Shanly St,001,M6H 1Z6,35200997
361,68834828,-79.48287835100001,43.688368362,Black Creek Dr / Eglinton Ave W,1,M6M 4G9,35201393
362,80111887,-79.18878578,43.801124248,Conlins Rd / Milner Ave,1,M1B 5X4,35204725
363,75306195,-79.61952955,43.753036654,Steinway Blvd / Goodmark Pl,996,M9W 6R2,35203042
364,72595356,-79.53567823600001,43.725976075,Weston Rd / Jubilee Cres,001,M9M 0B7,35204949
365,73072887,-79.288762801,43.730711461000006,Warden Ave / Ashtonbee Rd,1,M1L 4C5,35203532
366,65354517,-79.45177804800001,43.653557645,Boustead Ave / Roncesvalles Ave,002,M6R 3A9,35201406
367,80821846,-79.184632252,43.808244768,Bald Eagle Ave / Millcar Dr,1,M1B 5S1,35203955
369,69014651,-79.46517325100001,43.690165275,Haverson Blvd / Cameron Ave / Blackthorn Ave,1,M6M 3P1,35201203
371,66654650,-79.465057771,43.6665815,Keele St / Vine Ave,002,M6P 1Y9,35201377
372,76405596,-79.559676788,43.764039149,Fenmar Dr / Garyray Dr,1,M9L 1C8,35201890
373,70163371,-79.337148599,43.701642158,Don Mills Rd / Don Mills Rd N Dvp S Ramp / Don Mills Rd S Dvp S Ramp,1,M4H 1J6,35204935
374,70485634,-79.563488669,43.704833143,Kipling Ave / Belfield Rd,1,M9W 1B3,35204479
375,71073312,-79.331235814,43.710752771,Gateway Blvd / Sunny Glenway,003,M3C 3E7,35200541
376,79263547,-79.35473695399999,43.792660486,Don Mills Rd / Finch Ave E / Skymark Park Trl,1,M2H 1V9,35202462
377,65195120,-79.51200178100001,43.651907823,Willingdon Blvd / Tremayne Ave,999,M8X 2G7,35201503
379,68943488,-79.348815657,43.689432655,Pape Ave / Cosburn Ave,1,M4K 3W2,35204077
380,72376169,-79.616929454,43.723752146,Humberwood Blvd / Cinrickbar Dr / Westowanis Dr,029,M9W 7A6,35204472
381,73794362,-79.43620399,43.737961802,Barclay Rd / Charleswood Dr,1,M3H 1S8,35202152
382,66824870,-79.487040864,43.668201019,St Clair Ave W / Mould Ave,1,M6N 4Z5,35201252
383,69105705,-79.570579048,43.69105961,Martin Grove Rd / Martin Gv S 401 X W Ramp,1,M9W 1J1,35204479
384,78114178,-79.417893224,43.781197845,Hendon Ave / Duplex Ave,1,M2M 1A2,35204925
385,65014397,-79.439731227,43.650168414,Lansdowne Ave / Dundas St W,1,M6H 1C5,35200940
386,77234509,-79.450946109,43.772312495,Finch Ave W / Torresdale Ave / Goldfinch Crt,1,M2R 2C1,35202554
387,68845607,-79.56071025600001,43.68842080100001,Bethwin Pl / Learmont Dr,1,M9R 3N3,35201788
389,73615755,-79.575526137,43.736114097,Lakeland Dr / Felan Cres,001,M9W 0C6,35201851
390,77224725,-79.47250631600001,43.772211499,Brisbane Rd / Alness St,001,M3J 2K1,35202098
391,73262463,-79.24636249,43.73265103,Brimley Rd / Stavely Ave,001,M1J 1A5,35203439
393,76453651,-79.365144168,43.764536851,Woodsworth Rd / Northey Dr,1,M2L 2S1,35200388
394,75564369,-79.436992342,43.755691673,Sheppard Ave W / Canyon Ave,1,M3H 4Y2,35204033
395,72732526,-79.252630248,43.727389988,Danforth Rd / Wolfe Ave,999,M1K 1J2,35203498
397,66594500,-79.450063,43.665989492,Dupont St / Campbell Ave,1,M6P 3S5,35200962
399,77713478,-79.347897116,43.777128807,Don Mills Rd / Leith Hill Rd,1,M2J 1Y3,35200281
400,75384084,-79.408441728,43.753809107,HWY 401 / Yonge St / Yonge St N 401 C W Ramp,1,M2N 5L7,35202599
402,69595603,-79.560377567,43.695954595,Blackfriar Ave / Bridesburg Dr,1,M9R 2K5,35201789
403,72482539,-79.253961061,43.724827512,Danforth Rd / Midland Ave,1,M1K 3L4,35203445
404,64494150,-79.415075881,43.644973289,Queen St W / Crawford St,002,M6J 1G3,35201439
405,74042232,-79.223231176,43.740464977,Glenda Rd / Lawndale Rd,996,M1J 2G4,35204333
406,65494156,-79.415609034,43.654951908,College St / Grace St,1,M6G 1B7,35201429
408,68433122,-79.31221331100001,43.684309494,Woodbine Ave / Mendel Ave,B01,M4C 4B6,35200594
409,67414600,-79.460017991,43.674195008000005,St Clair Ave W / Hounslow Heath Rd / Silverthorn Ave,002,M6N 1J1,35201173
410,76833391,-79.339145249,43.768389344,404 401 C E Ramp / 404 S 401 C W,1,M3A 3A6,35204840
411,65313875,-79.387582021,43.653107886,University Ave / Armoury St,1,M5G 1E6,35204616
412,66094304,-79.43042088600001,43.660945131000005,Bloor St W / Westmoreland Ave,1,M6H 1M3,35201009
413,80831708,-79.170811425,43.808376217,Sheppard Ave E / Meadowvale Rd,1,M1B 2X3,35203955
416,69033932,-79.393284024,43.69035048600001,Heath St E / Alvin Ave,1,M4T 2X8,35204504
417,65043784,-79.37847007100001,43.650407486000006,Adelaide St E / Yonge St / Adelaide St W,020,M5C 1X6,35200855
419,67483213,-79.321324286,43.674864439,Fairford Ave / Rhodes Ave,002,M4L 2Y1,35200688
420,69692853,-79.28539951,43.696998283,Pharmacy Ave / Teesdale Pl / Prairie Drive Park Trl,B02,M1L 3P1,35203512
422,64793835,-79.383578577,43.647924382,King St W / York St,1,M5H 1J9,35200855
423,69282811,-79.281189079,43.692815988,Danforth Ave / August Ave,B01,M1L 1B1,35200641
424,71894160,-79.41602255800001,43.71892084899999,Edgecombe Ave / Otter Cres,001,M5N 2H9,35202379
425,79152378,-79.237823338,43.791511788,Markham Rd / Rosebank Dr,008,M1S 4N8,35203622
426,64733928,-79.392859048,43.647320776,Adelaide St W / Peter St,1,M5V 1R7,35204841
427,69955028,-79.50289396699999,43.699553337,Jane St / Harding Ave,001,M9N 2S4,35204403
428,71263917,-79.391779265,43.712606051,Mount Pleasant Rd / Erskine Ave,011,M4P 2L8,35202947
429,78673606,-79.360646278,43.786726692,Silas Hill Dr / Clancy Dr,002,M2J 2S8,35200294
430,79791449,-79.144994741,43.797962951,Port Union Rd / Port Union N 2a W Ramp / Port Union Rd N 401 C W Ramp,1,M1C 2P5,35203739
431,73334824,-79.482424579,43.733349675,Cuffley Cres N / Keelegate Dr / Cuffley Cres S,001,M3M 2G7,35202168
433,75415137,-79.513714388,43.754188136,Driftwood Ave / Venetian Cres,004,M3N 2V2,35204352
434,74263074,-79.307406112,43.742644116,Lawrence Ave E / Townley Ave,004,M1R 2Y7,35200434
435,64683537,-79.35373540399999,43.646882064,Villiers St / Cherry St / Martin Goodman Trl,1,M4M 3P2,35204634
436,79363504,-79.35044132600001,43.79363069,Finch Ave E / Au Large Blvd / Finch E 404 S Ramp / Seneca Hill Dr,001,M2J 4X9,35200315
437,65724527,-79.452713553,43.657286973000005,Edna Ave / Dundas St W,015,M6P 1W7,35201361
438,66214017,-79.401747808,43.662156366000005,Spadina Ave / Classic Ave,001,M5S 1G2,35204157
440,78473998,-79.399877233,43.784711699,Maxome Ave / Winlock Pk,001,M2M 3K1,35204114
441,76723028,-79.302808266,43.767207708,Warden Ave / Metropolitan Rd,1,M1T 1W9,35200243
442,69572634,-79.263461316,43.695753481,Birchmount Rd / Rhydwen Ave,001,M1N 3J7,35203257
443,69123951,-79.395170311,43.691261324,Yonge St / Glen Elm Ave,004,M4T 2S9,35204734
444,60425337,-79.53373857,43.604264968,Horner Ave / Thirtieth St,1,M8W 2B3,35201590
447,64084354,-79.435413744,43.640842109,Queen St W / West Lodge Ave,1,M6K 1M1,35204661
448,72652239,-79.223999287,43.726532641000006,Meadowcliffe Dr / Pine Ridge Dr,1,M1M 1P2,35203787
449,74605905,-79.590536782,43.746021348,Mount Olive Dr / Vange Cres,B01,M9V 2C9,35203064
451,65023981,-79.398163356,43.650261973,Paul Lane Gdns / Cameron St,1,M5T 1E2,35200865
452,74192131,-79.213131862,43.74198860600001,Service Rd / Kingsmere Cres,1,M1M 3B1,35204343
453,77952329,-79.232979097,43.77954462899999,Markham Rd / Tuxedo Crt,009,M1H 3B4,35204984
456,72984186,-79.41866561399999,43.729886568000005,Avenue Rd / Melrose Ave,1,M5M 3Y8,35202389
457,67095363,-79.53633378399999,43.670933817,Benedict Rd / Princess Anne Cres,B02,M9A 2P7,35203004
458,75875697,-79.56972602,43.758771916,Plunkett Rd / Satterly Rd / Elnathan Cres / San Antonioway,001,M9L 2E3,35201885
461,71695559,-79.555983687,43.716947654,Islington Ave / Bergamot Ave,1,M9W 3W6,35204939
462,70002867,-79.286729601,43.700084274,Pharmacy Ave / Dolphin Dr,1,M1L 3P1,35203512
464,76975033,-79.50338917399999,43.76978948,The Pond Rd / Passy Cres,1,M3J 3T8,35202098
465,65724668,-79.466850203,43.657227649,Glenlake Ave / High Park Ave,014,M6P 1G9,35203990
467,63943980,-79.398004699,43.639404093,Fort York Blvd / Dan Leckie Way / Canoe Landing Park Trl,1,M5V 4A6,35204819
468,65823710,-79.371032074,43.658294696000006,Dundas St E / Sherbourne St,003,M5A 1Z9,35202848
469,65813655,-79.36550104199999,43.658172038,St David St / Parliament St,1,M5A 1Y1,35200811
470,77974490,-79.449037786,43.779719246000006,Antibes Dr / Candle Liteway,005,M2R 3K2,35205021
471,65263780,-79.378091834,43.652682071,Queen St E / Victoria St,1,M5C 3G7,35204615
472,65764751,-79.475182036,43.657632339,Fairview Ave / Evelyn Cres,996,M6P 3J7,35201294
473,72582625,-79.26254195199999,43.725817775,Eppleworth Rd / Corvette Ave,003,M1K 3G2,35203451
474,62715588,-79.558899976,43.627161866,The West Mall / West Mall Cres,1,M9C 5L6,35204891
475,78752563,-79.256392392,43.787578918,Invergordon Ave / Tineta Cres,1,M1S 3E5,35203613
476,71355362,-79.53624807,43.713578545,HWY 401 / Weston Rd / Weston Rd N 401 C W Ramp,1,M9M 1A9,35201919
477,80411901,-79.190153985,43.80416334,Sheppard Ave E / Conlins Rd,1,M1B 5S1,35203955
478,71495528,-79.552816007,43.714914657,Burrard Rd / Hadrian Dr,001,M9W 3W7,35204939
479,66774293,-79.429332691,43.66770574,Concord Ave / Hallam St,002,M6H 1L4,35201016
480,72372753,-79.275331053,43.723719382,Comstock Rd / Birchmount Rd,1,M1K 5H3,35204989
481,76595196,-79.51968890399999,43.765908729,Jane St / Driftwood Ave / Milo Park Gt,001,M3N 2K7,35204109
482,67554230,-79.423093759,43.675561719,Davenport Rd / Christie St / Hillcrest Park Trl,1,M6G 2E2,35200977
483,75383010,-79.301011363,43.75383990899999,Pickwick Rd / Tower Dr,1,M1R 3V3,35203571
484,81182890,-79.28908261699999,43.811866934,Evansville Rd / Valdor Dr,001,M1V 1H6,35204787
486,77404039,-79.403940475,43.774090752,Willowdale Ave / Norton Ave,1,M2N 5B2,35204323
487,75074373,-79.43733686899999,43.750763484,Bathurst St / Bainbridge Ave,1,M3H 2K2,35202113
488,74824367,-79.43672341199999,43.74826341,Bathurst St / Almore Ave / Timberlane Dr,1,M3H 3P2,35202117
489,67343357,-79.335771986,43.673427731,Boothroyd Ave / Boultbee Ave,002,M4J 3G4,35200719
490,72134690,-79.46909610899999,43.72138819,Caledonia Rd / Cartwright Ave,001,M6A 2X3,35202295
491,78483246,-79.32460821800001,43.78481536,Fairglen Ave / Altair Ave,001,M2J 4A7,35200193
492,62285179,-79.517964329,43.622890225,The Queensway / Dorchester Ave,006,M8Z 6C7,35201667
493,65903821,-79.382117852,43.659095965,Yonge St / Gerrard St E / Gerrard St W,018,M5B 1R7,35204609
494,73314836,-79.483603107,43.733122391,Keele St / Keelegate Dr,1,M3M 2G7,35202168
495,76943709,-79.370921701,43.769477132,Provost Dr / Singer Crt,B02,M2K 0B6,35204903
496,64454029,-79.402955581,43.644541903,Bathurst St / Browns Lane,004,M5V 0H7,35204894
498,73074043,-79.40437723699999,43.730737883,Anne Rawson Lane / Fairlawn Ave,B01,M4N 2M4,35202360
499,60105041,-79.50414325199999,43.601006739,Lake Shore Blvd W / Sixth St,1,M8V 1J2,35204696
500,72933283,-79.328399475,43.729354901,Concorde Pl / Concorde Gt,B01,M3C 1J3,35205003
501,66933864,-79.386424958,43.66936831100001,Yonge St / Hayden St,003,M4Y 2B2,35204882
502,73825993,-79.599360029,43.738299905,Avening Dr / Midhurst Dr,1,M9V 3L5,35203054
503,64204119,-79.41197064100001,43.642042566,King St W / Strachan Ave,1,M6K 1E4,35204748
504,72442361,-79.236172449,43.724400523,Harewood Ave / Randall Cres,1,M1M 1V3,35203281
505,64454116,-79.411619388,43.644547413000005,Stafford St / Richmond St W,996,M6J 2S9,35203162
506,74163263,-79.326336613,43.741674357,Roanoke Rd / Nordic Pl,1,M3A 1E9,35202742
507,78072387,-79.238766993,43.780742082,Progress Ave / Production Dr,1,M1H 2X5,35204984
508,64724493,-79.449393578,43.647204807,Westminster Ave / Roncesvalles Ave,002,M6R 2N1,35201357
509,68083353,-79.335366913,43.680844784,Danforth Ave / Byron Ave,002,M4J 1M3,35204500
511,69175061,-79.50619143,43.691749768,Charlton Settlement Ave / Sidney Belsey Cres,1,M6M 5H6,35204231
512,65483630,-79.363037515,43.654826024,Richmond St E / Power St,1,M5A 2Z2,35203176
513,61205158,-79.515825419,43.612084808,Horner Ave / Judson St,1,M8V 2E8,35201670
514,66664117,-79.411788459,43.666620541,Bathurst St / London St,1,M5R 3G2,35201061
515,75774390,-79.439043561,43.757776527,Bathurst St / Canyon Ave,016,M3H 3S3,35202408
516,64953759,-79.375961647,43.649585536,King St E / Toronto St,1,M5C 1E9,35204998
517,78071316,-79.131624192,43.780704879,Lawrence Ave E / East Ave,1,M1C 3Y1,35203730
518,67073930,-79.393081149,43.670753339,Yorkville Ave / Hazelton Ave,1,M5R 1C4,35202820
519,69753305,-79.330568731,43.697523372,O'Connor Dr / Lankin Blvd,1,M4C 2Z7,35200523
520,65014005,-79.40050125399999,43.65014934,Augusta Ave / Augusta Sq,001,M5T 2V5,35200888
523,66423679,-79.367981848,43.664285907,Carlton St / Parliament St,001,M4X 1P2,35204275
524,65853763,-79.376370333,43.658513802,Gould St / Mutual St,1,M5B 1Y2,35204609
526,67895517,-79.551712259,43.678937074,Kipling Ave / Widdicombe Hill Blvd / Widdicombe Hill,1,M9R 3H2,35201717
527,78004889,-79.488973301,43.780051074,Petrolia Rd / Limestone Cres,001,M3J 3K4,35202098
528,74735644,-79.564415677,43.747310482,Finch Ave W / Milady Rd,002,M9L 2G9,35201874
529,74742469,-79.246912759,43.747465433,Gage Ave / Seminole Ave,001,M1J 1T3,35203417
530,67243795,-79.379568024,43.672428897,Mount Pleasant Rd / Mount Pleasant Bloor Ramp,001,M4W 3J6,35200756
531,65083469,-79.346962081,43.65089307,DVP / DVP / Lake Shore Blvd E / Don Roadway,1,M4M 3P2,35204634
532,71355206,-79.520681684,43.713542991,Limerick Ave / Snowberry Ave,1,M9N 2M1,35201939
533,82022461,-79.246187426,43.820238953,Markham Rd / Nashdene Rd,1,M1V 2W2,35200140
534,65663765,-79.376561732,43.656649198,Dundas St E / Dalhousie St,1,M5B 2R2,35204611
535,65874407,-79.440747508,43.658781792,Bloor St W / Emerson Ave,001,M6H 1N4,35200946
536,74093093,-79.309348348,43.74091910600001,Victoria Park Ave / Janet Blvd,1,M1R 1T1,35204052
537,64324236,-79.423614341,43.643246685,Queen St W / Lisgar St,1,M6J 1J3,35204924
538,67295146,-79.514606891,43.672935397,Bearwood Dr / Edenbridge Dr,1,M9A 3V3,35201698
539,66233671,-79.367191409,43.662334332,Gerrard St E / Parliament St,1,M5A 3A3,35200797
540,64303778,-79.37782375399999,43.643006997,Bay St / Lake Shore Blvd W,1,M5J 2N8,35204653
541,61055377,-79.537759205,43.610580652,Lanor Ave / North Carson St,001,M8W 2S1,35201598
543,76613779,-79.377921082,43.766145815,Caracas Rd / Talara Dr,1,M2J 5B5,35204905
545,76985073,-79.50737865100001,43.769867234,The Pond Rd / Hoover Rd,1,M3J 3T8,35202098
546,82731791,-79.179183456,43.827391981000005,Meadowvale Rd / Old Finch Ave,1,M1B 6K4,35204725
548,71112481,-79.24818729100001,43.711121086000006,Kingston Rd / Midland Ave,015,M1N 4A7,35203270
549,75285192,-79.51923919,43.752871657,Firgrove Cres / Needle Firway,011,M3N 1K8,35202037
550,67633302,-79.330271415,43.676376855,Torbrick Rd / Greenwood Ave,999,M4J 5B2,35203878
551,76825229,-79.522963888,43.768261632,Gosford Blvd / Shoreham Dr,004,M3N 1S9,35202059
552,65373732,-79.37325453300001,43.653729068,Queen St E / Jarvis St,005,M5B 2E1,35204615
553,78481954,-79.195433046,43.784830258,Ellesmere Rd / Mornelle Crt,012,M1E 5E1,35203650
554,66773533,-79.353384092,43.667758325,Broadview Ave / Langley Ave,1,M4M 2B5,35203185
555,68663597,-79.359780225,43.686643269,Todmorden Mills Rd / Pottery Rd,1,M4K 2B9,35200745
556,78564433,-79.443373815,43.785605899,Laconia Dr / Lissom Cres,1,M2R 1Z3,35204790
557,80802341,-79.234196734,43.808047751,Tapscott Rd / Melford Dr,001,M1B 1X6,35204835
560,67204732,-79.47323782699999,43.672006388,Tarragona Blvd / Viella St,001,M6N 5C2,35204737
561,65134069,-79.40699748899999,43.651379377,Andrews Ave / Markham St,001,M6J 1V2,35200885
562,64833932,-79.39327798800001,43.648393375,Richmond St W / Peter St,001,M5V 2G5,35204841
563,71815489,-79.548953145,43.718103276,Pylon Pl / Norfield Cres,001,M9W 1V4,35204939
566,69755023,-79.502379568,43.697593713,Jane St / Denison Rd E / Trethewey Dr,001,M6M 4C4,35205052
567,78552062,-79.206292499,43.785541735,Neilson Rd / Livonia Pl / Purpledusk Trl,B01,M1E 4C7,35203637
